1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
2,graduate
2,graduate
2,graduate
3,advance
2,graduate
3,advance
3,advance
2,graduate
3,advance
2,graduate
1,undergraduate
3,advance
3,advance
1,undergraduate
3,advance
2,graduate
2,graduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
3,advance
2,graduate
3,advance
2,graduate
3,advance
3,advance
3,advance
1,undergraduate
1,undergraduate
3,advance
3,advance
3,advance
3,advance
1,undergraduate
2,graduate
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
3,advance
3,advance
1,undergraduate
2,graduate
1,undergraduate
1,undergraduate
3,advance
3,advance
1,undergraduate
2,graduate
3,advance
1,undergraduate
1,undergraduate
2,graduate
1,undergraduate
1,undergraduate
2,graduate
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
1,undergraduate
3,advance
1,undergraduate
2,graduate
3,advance
2,graduate
3,advance
1,undergraduate
1,undergraduate
2,graduate
3,advance
2,graduate
3,advance
3,advance
2,graduate
1,undergraduate
1,undergraduate
3,advance
2,graduate
3,advance
2,graduate
3,advance
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
2,graduate
3,advance
2,graduate
1,undergraduate
2,graduate
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
2,graduate
2,graduate
1,undergraduate
1,undergraduate
3,advance
2,graduate
2,graduate
3,advance
1,undergraduate
1,undergraduate
3,advance
3,advance
2,graduate
2,graduate
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
1,undergraduate
3,advance
1,undergraduate
2,graduate
3,advance
2,graduate
2,graduate
1,undergraduate
2,graduate
1,undergraduate
1,undergraduate
3,advance
3,advance
1,undergraduate
3,advance
1,undergraduate
2,graduate
1,undergraduate
2,graduate
3,advance
1,undergraduate
2,graduate
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
2,graduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
3,advance
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
2,graduate
2,graduate
2,graduate
1,undergraduate
1,undergraduate
3,advance
2,graduate
1,undergraduate
1,undergraduate
2,graduate
3,advance
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
2,graduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
3,advance
3,advance
2,graduate
1,undergraduate
2,graduate
2,graduate
1,undergraduate
2,graduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
3,advance
1,undergraduate
2,graduate
1,undergraduate
3,advance
3,advance
3,advance
2,graduate
1,undergraduate
3,advance
1,undergraduate
2,graduate
3,advance
2,graduate
1,undergraduate
2,graduate
3,advance
3,advance
3,advance
1,undergraduate
2,graduate
1,undergraduate
3,advance
3,advance
3,advance
1,undergraduate
2,graduate
3,advance
2,graduate
1,undergraduate
3,advance
2,graduate
2,graduate
1,undergraduate
1,undergraduate
3,advance
3,advance
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
3,advance
2,graduate
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
2,graduate
1,undergraduate
3,advance
1,undergraduate
3,advance
3,advance
3,advance
1,undergraduate
1,undergraduate
3,advance
3,advance
3,advance
2,graduate
3,advance
2,graduate
2,graduate
2,graduate
3,advance
2,graduate
1,undergraduate
2,graduate
1,undergraduate
3,advance
1,undergraduate
3,advance
1,undergraduate
3,advance
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
3,advance
3,advance
2,graduate
2,graduate
3,advance
2,graduate
2,graduate
2,graduate
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
3,advance
1,undergraduate
2,graduate
1,undergraduate
2,graduate
1,undergraduate
2,graduate
1,undergraduate
2,graduate
1,undergraduate
2,graduate
3,advance
1,undergraduate
2,graduate
1,undergraduate
2,graduate
1,undergraduate
3,advance
3,advance
2,graduate
2,graduate
3,advance
1,undergraduate
1,undergraduate
3,advance
2,graduate
2,graduate
2,graduate
1,undergraduate
3,advance
3,advance
2,graduate
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
3,advance
2,graduate
3,advance
2,graduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
3,advance
2,graduate
3,advance
3,advance
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
2,graduate
2,graduate
3,advance
1,undergraduate
1,undergraduate
3,advance
3,advance
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
1,undergraduate
2,graduate
2,graduate
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
2,graduate
1,undergraduate
3,advance
3,advance
1,undergraduate
2,graduate
2,graduate
1,undergraduate
2,graduate
3,advance
1,undergraduate
3,advance
2,graduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
1,undergraduate
3,advance
2,graduate
2,graduate
1,undergraduate
1,undergraduate
2,graduate
3,advance
1,undergraduate
3,advance
3,advance
1,undergraduate
3,advance
2,graduate
3,advance
1,undergraduate
3,advance
2,graduate
2,graduate
3,advance
2,graduate
2,graduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
2,graduate
3,advance
2,graduate
3,advance
1,undergraduate
3,advance
3,advance
2,graduate
1,undergraduate
1,undergraduate
2,graduate
1,undergraduate
2,graduate
2,graduate
2,graduate
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
2,graduate
2,graduate
1,undergraduate
2,graduate
1,undergraduate
2,graduate
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
3,advance
3,advance
3,advance
2,graduate
1,undergraduate
2,graduate
2,graduate
3,advance
3,advance
2,graduate
3,advance
3,advance
3,advance
1,undergraduate
2,graduate
2,graduate
1,undergraduate
3,advance
3,advance
3,advance
2,graduate
2,graduate
2,graduate
3,advance
2,graduate
2,graduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
2,graduate
3,advance
2,graduate
3,advance
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
3,advance
3,advance
2,graduate
2,graduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
2,graduate
1,undergraduate
3,advance
3,advance
2,graduate
1,undergraduate
3,advance
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
2,graduate
1,undergraduate
2,graduate
2,graduate
2,graduate
3,advance
1,undergraduate
2,graduate
2,graduate
3,advance
1,undergraduate
3,advance
2,graduate
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
3,advance
2,graduate
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
1,undergraduate
1,undergraduate
2,graduate
3,advance
2,graduate
3,advance
2,graduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
3,advance
3,advance
3,advance
2,graduate
2,graduate
1,undergraduate
3,advance
2,graduate
3,advance
3,advance
1,undergraduate
2,graduate
1,undergraduate
1,undergraduate
2,graduate
3,advance
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
3,advance
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
2,graduate
1,undergraduate
1,undergraduate
2,graduate
3,advance
3,advance
1,undergraduate
1,undergraduate
2,graduate
3,advance
3,advance
3,advance
3,advance
3,advance
2,graduate
1,undergraduate
1,undergraduate
2,graduate
2,graduate
3,advance
3,advance
1,undergraduate
3,advance
1,undergraduate
2,graduate
1,undergraduate
2,graduate
1,undergraduate
3,advance
1,undergraduate
2,graduate
3,advance
1,undergraduate
3,advance
2,graduate
1,undergraduate
3,advance
2,graduate
2,graduate
1,undergraduate
2,graduate
2,graduate
2,graduate
1,undergraduate
1,undergraduate
3,advance
2,graduate
3,advance
3,advance
1,undergraduate
1,undergraduate
3,advance
3,advance
3,advance
3,advance
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
1,undergraduate
2,graduate
1,undergraduate
1,undergraduate
3,advance
2,graduate
2,graduate
2,graduate
2,graduate
1,undergraduate
2,graduate
1,undergraduate
3,advance
1,undergraduate
3,advance
3,advance
2,graduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
2,graduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
3,advance
2,graduate
2,graduate
2,graduate
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
1,undergraduate
2,graduate
2,graduate
2,graduate
1,undergraduate
2,graduate
1,undergraduate
3,advance
2,graduate
2,graduate
1,undergraduate
2,graduate
3,advance
2,graduate
2,graduate
2,graduate
2,graduate
1,undergraduate
2,graduate
1,undergraduate
2,graduate
1,undergraduate
1,undergraduate
3,advance
1,undergraduate
2,graduate
2,graduate
1,undergraduate
3,advance
1,undergraduate
1,undergraduate
2,graduate
3,advance
1,undergraduate
2,graduate
3,advance
1,undergraduate
3,advance
3,advance
1,undergraduate
